fiscal_year,contracting_agency_name,contracting_office_name,dollars_obligated,funding_office_name,psc_description,psc,vendor_name
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,197.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2021Q4,DEPT OF THE NAVY,NAVSUP FLT LOG CTR JACKSONVILLE,300000.0,NAVY REGION SOUTH,OTHER ADP & TELECOMMUNICATIONS SVCS,D399,PROBADO TECHNOLOGIES CORPORATI
FY2021Q4,DEPT OF THE NAVY,NAVSUP FLT LOG CTR PEARL HARBOR,32580.0,FEC HAWAII WCF PEARL HARBOR  (RES),MAINT-REP OF VEHICULAR EQ,J025,"ISLAND TRUCK PARTS & SERVICE,"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1098.12,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2939.28,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2983.2,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2606.42,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2018Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,5950.0,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,DIVINE IMAGING INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1776.32,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,127696.81,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1778.92,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,68543.46,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17411.13,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,71.28,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,45855.88,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2019Q4,DEPT OF THE ARMY,408TH HQ KUWAIT OFFICE,189968.43,0054 SC HHD    HHD AUG,OFFICE FURNITURE,7110,AL QABANDI UNITED COMPANY
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,80.4,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,252.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,7808.34,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,5456.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,19768.04,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,303.0,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"MANSON PRODUCTS CO., INC."
FY2021Q4,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,-9000.0,NAVSUP WEAPON SYSTEMS SUPPORT MECH,POWER AND HAND PUMPS,4320,DIESEL POWER TRADE CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,11957.74,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,35853.66,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1000.76,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"MANSON PRODUCTS CO., INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,29458.12,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,21465.27,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,7188.28,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,55148.6,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,12408.9,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,10669.36,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4087.1,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2021Q4,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,3895.0,NAVSUP WEAPON SYSTEMS SUPPORT MECH,MISC COMMUNICATION EQ,5895,AVAYA INC
FY2021Q4,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,2900.0,NAVSUP WEAPON SYSTEMS SUPPORT MECH,ADP SUPPORT EQUIPMENT,7035,COMPUSA INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,157.46,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,24745.9,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,91.73,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,549.72,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,35318.35,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,45498.86,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,10962.27,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,333.0,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,HILO PRODUCTS INC
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,478.3,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,HILO PRODUCTS INC
FY2021Q4,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  SAN DIEGO,12123.0,COMMANDER NAVAL AIR FORCE PAC FLEET,MAINT-REP OF OFFICE MACHINES,J074,"DIGITEC BUSINESS SYSTEMS, INC"
FY2021Q4,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  SAN DIEGO,1007.0,NAVY RECRUITING DISTRICT PHOENIX,LEASE-RENT OF VEHICLES-TRAILERS-CYC,W023,"PENSKE TRUCK LEASING CO, LP"
FY2021Q4,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT,21813.0,NAVSUP WEAPON SYSTEMS SUPPORT,AIRCRAFT AIR CONDITION HEATING EQ,1660,ASSOCIATED AIRCRAFT MANUFACTUR
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17491.23,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,27863.4,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3875.5,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3573.28,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,11924.83,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,138922.73,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,175.76,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,323.76,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,171.03,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"MANSON PRODUCTS CO., INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,126.39,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,632.04,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,75.18,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1009.03,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,13629.58,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,134.28,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,760.84,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,598.2,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,105144.96,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1893.9,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,18600.96,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2019Q4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3482.2,DLA TROOP SUPPORT,MISCELLANEOUS CONSTRUCTION MATERIALS,5680,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
FY2019Q4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2517.76,DLA TROOP SUPPORT,MISCELLANEOUS CONSTRUCTION MATERIALS,5680,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,203.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,29.2,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3.57,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3.57,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,164.52,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,645.88,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,24.48,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,63.9,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,561.0,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,HILO PRODUCTS INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,305.16,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2148.81,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,62.47,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,53.83,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,497.86,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,647.23,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,18.61,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,52.15,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17.56,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,722.94,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,136.88,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,744.36,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,71.11,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,16.7,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,THE OFFICE GROUP INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,356.4,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,35.52,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,29.64,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,63.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,30.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,156.71,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,53.92,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,30.5,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2206.93,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,62.4,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,THE OFFICE GROUP INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1047.24,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,193.53,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,295.79,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,125.92,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,745.95,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2.07,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,47.8,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,THE OFFICE GROUP INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,886.2,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,29.55,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,8.68,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,886.2,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,61.26,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,43.7,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,50.56,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,30.63,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4432.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,148.3,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,THE OFFICE GROUP INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,158.9,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,327.32,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"MANSON PRODUCTS CO., INC."
FY2021Q4,DEPT OF THE NAVY,NAVSUP FLT LOG CTR PUGET SOUND,23.0,SRF-JRMC DET SASEBO JAPAN,CAPACITORS,5910,KING NUTRONICS CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,24.65,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"OWENS & MINOR DISTRIBUTION, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,31.5,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,199.18,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,36.5,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,319.65,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,WATANABE VEGETABLE PROCESS LLC
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,741.89,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"MANSON PRODUCTS CO., INC."
FY2021Q4,DEPT OF THE NAVY,NAVSUP FLT LOG CTR PUGET SOUND,152.0,PUGET SOUND NAVAL SHIPYARD IMF,MISC WELD SOLDER & BRAZING SUPPLY,3439,ERIKS WEST INC
